,Age,Job,Marital_Status,Education,Annual_Income,Credit_Score,Account_Balance,Housing_Loan,Personal_Loan,Contacted_Before,Campaign_Count,Months_With_Bank,Subscribed
2547,43,Self-Employed,Married,Not Graduate,197495,666,0,Yes,No,No,1,170,No
2548,49,Retired,Single,Graduate,325277,573,0,No,No,No,2,1,No
2549,39,Student,Single,Graduate,608550,645,86101,Yes,No,No,4,179,Yes
2550,62,Management,Single,Not Graduate,974718,727,95923,Yes,No,Yes,5,137,Yes
2551,45,Management,Divorced,Graduate,870581,645,54177,Yes,No,Yes,4,62,Yes
2552,30,Services,Married,Not Graduate,533693,770,0,No,No,No,3,46,No
2553,47,Admin,Married,Not Graduate,452246,576,122418,Yes,No,No,2,89,No
2554,31,Services,Married,Graduate,1027255,614,0,No,No,No,2,67,No
2555,37,Management,Single,Not Graduate,243183,703,113084,Yes,No,No,2,112,No
2556,29,Student,Married,Not Graduate,837757,689,58167,Yes,No,Yes,2,38,No
2557,37,Entrepreneur,Single,Graduate,632285,796,0,Yes,No,No,3,61,No
2558,50,Services,Married,Not Graduate,659390,560,0,No,Yes,No,3,24,No
2559,49,Entrepreneur,Married,Graduate,602699,694,59106,Yes,No,No,5,51,No
2560,36,Self-Employed,Married,Not Graduate,553107,689,160366,No,No,Yes,4,127,No
2561,53,Self-Employed,Divorced,Graduate,290892,775,165028,No,No,No,2,103,Yes
2562,59,Student,Married,Not Graduate,846435,583,286057,No,Yes,No,3,66,No
2563,47,Student,Married,Not Graduate,714182,530,70188,Yes,No,No,3,67,No
2564,56,Services,Single,Not Graduate,685206,783,43626,Yes,No,No,4,101,Yes
2565,26,Student,Single,Not Graduate,434257,822,110796,Yes,No,Yes,4,64,Yes
2566,53,Management,Married,Graduate,910778,696,177201,Yes,No,No,4,56,Yes
2567,55,Technician,Married,Not Graduate,660955,745,49530,No,No,Yes,3,58,No
2568,37,Admin,Single,Not Graduate,585031,636,0,Yes,Yes,No,4,1,No
2569,61,Entrepreneur,Married,Graduate,237414,580,0,Yes,No,Yes,3,82,No
2570,40,Student,Married,Graduate,458732,768,0,No,No,No,4,157,Yes
2571,34,Management,Divorced,Not Graduate,235028,536,0,Yes,Yes,Yes,3,3,No
2572,41,Entrepreneur,Single,Graduate,1845750,748,168056,No,No,Yes,7,115,Yes
2573,33,Entrepreneur,Single,Graduate,477535,688,162027,Yes,No,No,2,1,No
2574,23,Student,Married,Graduate,1012617,818,104889,No,No,Yes,1,41,Yes
2575,30,Self-Employed,Divorced,Graduate,316517,657,21019,No,No,Yes,5,20,No
2576,44,Student,Married,Graduate,553107,691,71648,Yes,No,No,1,47,Yes
2577,39,Entrepreneur,Married,Graduate,621902,797,2865,No,No,No,7,1,Yes
2578,30,Management,Divorced,Graduate,530016,797,179937,Yes,No,Yes,3,61,No
2579,56,Management,Married,Graduate,762598,631,0,Yes,No,No,3,51,No
2580,31,Self-Employed,Single,Not Graduate,825228,604,93172,Yes,No,No,6,124,No
2581,38,Entrepreneur,Single,Not Graduate,283573,671,19481,Yes,No,No,4,73,No
2582,47,Services,Married,Graduate,382584,672,0,No,No,No,5,135,No
2583,26,Entrepreneur,Single,Graduate,1082873,644,83471,Yes,Yes,No,4,66,No
2584,46,Entrepreneur,Single,Not Graduate,476742,720,7486,Yes,No,Yes,4,67,No
2585,44,Management,Married,Graduate,242573,808,0,Yes,No,Yes,2,107,Yes
2586,46,Self-Employed,Married,Graduate,834642,617,71559,No,No,Yes,4,73,Yes
2587,56,Entrepreneur,Divorced,Graduate,547277,736,197265,No,Yes,No,2,155,No
2588,18,Management,Married,Graduate,731297,670,0,Yes,No,No,3,37,No
2589,37,Admin,Married,Graduate,472832,850,86914,No,Yes,Yes,3,18,Yes
2590,52,Student,Single,Graduate,946845,519,34499,No,No,No,1,68,No
2591,35,Retired,Single,Not Graduate,1004942,710,83471,Yes,No,No,3,126,Yes
2592,35,Unemployed,Married,Graduate,240878,683,160357,Yes,No,No,3,56,No
2593,43,Unemployed,Married,Graduate,470101,638,6312,Yes,No,Yes,2,51,No
2594,55,Admin,Married,Not Graduate,326322,766,92062,Yes,No,No,3,43,Yes
2595,39,Management,Married,Graduate,534423,794,83471,No,No,Yes,3,121,Yes
2596,36,Technician,Married,Graduate,689921,531,0,No,No,Yes,5,58,No
2597,41,Entrepreneur,Divorced,Not Graduate,592354,757,174319,Yes,No,Yes,2,53,No
2598,19,Admin,Married,Graduate,797116,733,31947,No,No,Yes,5,1,Yes
2599,25,Entrepreneur,Married,Not Graduate,810120,724,139501,No,No,Yes,6,82,No
2600,46,Student,Divorced,Graduate,837508,740,0,Yes,No,No,4,67,No
2601,44,Admin,Married,Graduate,15000000,717,213467,No,No,No,2,115,Yes
2602,44,Entrepreneur,Married,Graduate,553107,689,253301,No,No,Yes,1,85,No
2603,42,Student,Married,Graduate,791406,674,15030,Yes,No,No,1,85,Yes
2604,29,Services,Single,Not Graduate,1084108,617,33861,No,No,No,3,114,No
2605,46,Self-Employed,Married,Graduate,269331,702,258267,No,No,No,4,117,No
2606,35,Technician,Married,Graduate,549508,626,116762,Yes,No,Yes,3,56,No
2607,29,Technician,Single,Not Graduate,717179,765,133091,Yes,No,Yes,4,123,Yes
2608,54,Retired,Married,Not Graduate,612016,670,62656,No,No,No,5,87,Yes
2609,43,Technician,Married,Graduate,242407,698,0,Yes,No,No,4,58,No
2610,52,Services,Married,Graduate,470158,762,111179,No,No,Yes,4,65,No
2611,34,Management,Single,Not Graduate,485293,724,115219,No,No,No,3,103,Yes
2612,59,Technician,Divorced,Not Graduate,208735,737,218880,Yes,No,No,3,59,No
2613,40,Admin,Divorced,Graduate,291991,714,113555,No,No,No,3,62,Yes
2614,44,Unemployed,Single,Graduate,348181,644,84594,Yes,Yes,No,5,39,No
2615,38,Admin,Married,Graduate,939430,685,241725,Yes,No,Yes,4,57,Yes
2616,33,Entrepreneur,Married,Graduate,1019552,714,109136,No,No,No,3,97,Yes
2617,43,Entrepreneur,Married,Graduate,609838,679,65537,No,No,Yes,1,8,No
2618,36,Student,Divorced,Graduate,154770,623,196969,No,No,No,3,48,No
2619,53,Technician,Married,Not Graduate,1006523,783,49534,Yes,Yes,No,1,88,Yes
2620,45,Retired,Married,Not Graduate,981665,609,175479,No,No,No,1,62,No
2621,39,Technician,Married,Graduate,349418,805,232189,No,No,Yes,4,82,Yes
2622,44,Student,Married,Graduate,614886,558,133318,No,No,Yes,2,158,No
2623,39,Self-Employed,Single,Not Graduate,633445,727,0,No,No,No,3,63,No
2624,43,Technician,Married,Graduate,620209,850,274147,No,No,No,2,40,Yes
2625,44,Entrepreneur,Married,Graduate,3620867,724,49400,No,No,No,3,117,No
2626,55,Services,Married,Not Graduate,674465,693,0,No,No,Yes,2,21,No
2627,29,Management,Divorced,Graduate,716724,717,143226,No,No,No,4,174,Yes
2628,26,Student,Married,Graduate,242392,759,127340,Yes,Yes,No,3,158,Yes
2629,39,Admin,Married,Graduate,930494,806,23478,No,Yes,No,3,1,Yes
2630,50,Admin,Married,Graduate,954496,738,81070,Yes,No,No,1,198,Yes
2631,48,Retired,Married,Not Graduate,379765,752,22882,No,No,No,2,73,Yes
2632,54,Technician,Married,Graduate,371903,644,84012,Yes,No,No,1,96,No
2633,50,Unemployed,Single,Graduate,435753,588,0,Yes,No,No,1,41,No
2634,40,Admin,Single,Graduate,1181792,755,197312,No,No,No,1,148,Yes
2635,49,Self-Employed,Married,Not Graduate,268611,724,0,No,No,No,2,73,No
2636,39,Technician,Single,Not Graduate,592033,796,34365,Yes,No,No,3,90,No
2637,39,Entrepreneur,Married,Graduate,2894232,773,87984,No,No,No,3,72,No
2638,48,Technician,Married,Not Graduate,886817,653,224898,No,No,No,3,109,Yes
2639,25,Admin,Married,Graduate,440434,779,0,No,No,No,5,94,No
2640,40,Student,Divorced,Not Graduate,168918,668,132948,No,No,No,3,80,No
2641,30,Management,Married,Graduate,280897,707,9506,No,No,No,3,4,No
2642,63,Self-Employed,Married,Not Graduate,824734,693,98879,No,No,No,3,29,No
2643,43,Retired,Married,Graduate,832432,592,269404,Yes,No,No,5,73,Yes
2644,34,Services,Single,Not Graduate,513480,610,356257,No,No,No,2,60,Yes
2645,27,Entrepreneur,Married,Graduate,885765,791,209771,No,No,No,4,3,No
2646,29,Admin,Divorced,Graduate,1647734,760,0,No,Yes,No,3,1,Yes
2647,44,Self-Employed,Married,Graduate,393486,688,0,No,No,No,5,39,No
2648,50,Admin,Married,Graduate,181029,800,312777,No,No,Yes,3,7,Yes
2649,41,Retired,Single,Graduate,446135,595,71991,Yes,No,No,2,124,No
2650,39,Student,Married,Not Graduate,448231,625,16431,No,No,Yes,3,73,No
2651,36,Technician,Married,Graduate,463840,669,0,No,Yes,No,4,84,No
2652,47,Unemployed,Single,Not Graduate,293273,760,219832,Yes,Yes,Yes,2,22,Yes
2653,34,Services,Divorced,Graduate,325642,586,226810,No,No,No,6,41,No
2654,39,Self-Employed,Married,Not Graduate,771020,709,0,No,No,No,4,153,Yes
2655,57,Retired,Married,Graduate,1534003,659,163416,Yes,No,No,3,1,Yes
2656,49,Services,Married,Not Graduate,526471,696,83471,Yes,No,No,2,142,No
2657,37,Student,Married,Not Graduate,202756,702,0,Yes,Yes,Yes,2,42,No
2658,36,Services,Married,Graduate,10000,742,0,No,No,Yes,5,136,Yes
2659,41,Entrepreneur,Divorced,Not Graduate,250960,595,146737,Yes,Yes,No,4,26,No
2660,18,Student,Divorced,Graduate,621610,730,163037,Yes,No,Yes,3,49,No
2661,21,Unemployed,Single,Graduate,367584,725,56193,No,No,No,3,38,Yes
2662,39,Technician,Married,Graduate,359260,683,118437,Yes,No,No,1,48,Yes
2663,31,Admin,Married,Not Graduate,613318,701,0,Yes,Yes,Yes,2,65,No
2664,43,Technician,Married,Graduate,563431,100,0,No,No,No,6,77,No
2665,32,Retired,Single,Not Graduate,1698444,630,162387,Yes,No,No,5,41,No
2666,48,Technician,Married,Graduate,926113,736,132353,No,No,No,3,69,No
2667,53,Services,Single,Graduate,774228,665,52825,Yes,No,No,3,1,No
2668,40,Unemployed,Single,Graduate,525784,750,102489,Yes,Yes,No,3,35,Yes
2669,41,Student,Divorced,Not Graduate,595295,611,163521,Yes,No,Yes,100,89,No
2670,22,Services,Married,Graduate,385216,811,139030,Yes,No,Yes,5,90,No
2671,34,Admin,Divorced,Graduate,702051,657,44718,No,No,Yes,5,45,No
2672,18,Admin,Single,Graduate,1438951,676,0,Yes,No,No,2,29,Yes
2673,57,Retired,Married,Graduate,809061,682,0,Yes,No,Yes,5,35,No
2674,23,Entrepreneur,Single,Graduate,618657,679,12700,No,No,No,6,56,Yes
2675,47,Self-Employed,Married,Graduate,2274046,737,234300,Yes,No,No,2,17,Yes
2676,42,Technician,Married,Graduate,700033,699,124444,Yes,No,No,2,1,No
2677,48,Services,Single,Not Graduate,187235,620,115303,Yes,Yes,No,3,92,No
2679,41,Student,Divorced,Graduate,634396,573,202831,No,No,No,3,46,No
2680,43,Student,Divorced,Not Graduate,797868,707,39434,Yes,No,Yes,4,131,No
2681,23,Retired,Married,Graduate,556534,688,78239,Yes,No,Yes,5,123,Yes
2682,31,Services,Single,Not Graduate,243564,730,8475,Yes,No,No,6,173,Yes
2683,39,Self-Employed,Married,Graduate,647450,589,0,Yes,No,No,4,45,No
2684,44,Student,Married,Not Graduate,479238,774,180356,Yes,No,No,3,60,Yes
2685,56,Services,Married,Graduate,683529,673,109563,Yes,No,No,3,2,No
2686,51,Technician,Married,Not Graduate,196263,704,0,No,No,No,1,1,No
2687,33,Admin,Married,Not Graduate,992542,745,181838,Yes,Yes,No,3,52,Yes
2688,45,Technician,Single,Not Graduate,606358,600,118150,Yes,No,No,1,76,No
2689,21,Entrepreneur,Divorced,Graduate,291618,670,255110,No,No,No,4,87,No
2690,25,Services,Single,Not Graduate,496784,663,71659,No,No,No,3,20,No
2691,47,Management,Single,Graduate,143383,677,90849,Yes,No,No,5,85,No
2692,49,Entrepreneur,Married,Graduate,661167,707,183410,No,No,No,3,19,No
2693,20,Admin,Single,Graduate,439087,590,125435,No,No,No,6,55,No
2694,46,Entrepreneur,Single,Graduate,609755,682,102357,Yes,No,No,7,65,No
2695,61,Technician,Married,Graduate,239409,680,113814,Yes,Yes,No,3,131,No
2696,28,Entrepreneur,Divorced,Graduate,499309,796,0,Yes,No,No,2,90,Yes
2697,52,Technician,Married,Graduate,775968,580,83471,No,No,No,5,1,No
2698,23,Self-Employed,Divorced,Not Graduate,1656146,743,0,No,Yes,No,4,73,No
2699,32,Admin,Married,Graduate,417155,703,29596,Yes,No,No,2,64,No
2700,37,Self-Employed,Divorced,Not Graduate,257814,741,83471,No,No,No,2,34,No
2701,33,Unemployed,Married,Graduate,443379,710,0,No,No,No,7,77,Yes
2702,51,Services,Married,Graduate,788321,579,109448,Yes,No,No,3,60,No
2703,48,Management,Married,Not Graduate,508255,594,97830,Yes,No,No,3,102,No
2704,24,Admin,Married,Not Graduate,231282,811,171248,No,No,No,4,81,No
2705,52,Entrepreneur,Married,Not Graduate,581018,664,77945,No,No,Yes,5,87,Yes
2706,40,Student,Divorced,Not Graduate,654635,598,0,Yes,No,Yes,3,74,No
2707,34,Self-Employed,Single,Graduate,395622,696,23405,No,No,No,4,130,No
2708,32,Admin,Single,Not Graduate,317299,814,53555,Yes,No,Yes,4,147,Yes
2709,50,Self-Employed,Married,Not Graduate,131596,533,62418,No,No,No,2,1,No
2710,50,Management,Single,Graduate,524013,711,91715,No,No,Yes,1,82,Yes
2711,36,Admin,Married,Graduate,553107,701,0,Yes,No,No,3,24,No
2712,42,Student,Single,Not Graduate,781015,744,43831,No,No,Yes,2,13,Yes
2713,30,Student,Single,Graduate,1655261,654,164125,Yes,No,Yes,4,13,Yes
2714,22,Self-Employed,Married,Not Graduate,569221,688,74915,No,No,No,2,1,No
2715,26,Self-Employed,Married,Graduate,553107,721,58178,No,No,Yes,3,76,Yes
2716,38,Services,Single,Graduate,356517,691,10866,Yes,No,Yes,5,1,No
2717,44,Unemployed,Single,Not Graduate,459538,693,0,No,No,Yes,5,73,No
2718,40,Self-Employed,Married,Not Graduate,572457,756,23170,No,No,No,3,22,Yes
2719,39,Management,Married,Not Graduate,1077964,611,94737,No,No,Yes,4,21,No
2720,48,Retired,Single,Not Graduate,486165,850,88166,Yes,Yes,No,5,47,No
2721,43,Management,Married,Graduate,415359,666,2091,Yes,No,No,1,57,No
2722,40,Admin,Married,Not Graduate,228375,732,0,No,No,No,4,123,No
2723,34,Entrepreneur,Single,Graduate,1139038,619,226525,Yes,No,No,4,92,No
2724,36,Technician,Married,Graduate,335992,502,154374,Yes,No,No,4,103,No
2725,59,Student,Single,Graduate,344761,563,80650,No,No,No,2,20,No
2726,18,Student,Married,Graduate,1297015,838,316778,No,No,Yes,7,83,Yes
2727,43,Services,Married,Not Graduate,272133,588,62329,No,No,No,4,80,No
2728,39,Management,Married,Graduate,401844,658,0,Yes,No,No,2,45,No
2729,34,Technician,Divorced,Not Graduate,883610,699,58571,Yes,No,No,2,54,Yes
2730,36,Unemployed,Single,Graduate,637902,762,155911,No,No,No,1,36,No
2731,28,Retired,Married,Not Graduate,524063,738,262691,Yes,No,Yes,2,85,No
2732,39,Admin,Married,Graduate,367708,726,87755,No,No,No,5,74,No
2733,29,Admin,Married,Graduate,505488,753,0,No,No,Yes,4,127,No
2734,22,Retired,Married,Graduate,394201,722,85568,No,No,Yes,5,27,No
2735,32,Self-Employed,Single,Not Graduate,751092,624,18831,Yes,Yes,No,5,88,No
2736,37,Management,Single,Not Graduate,456355,669,42749,No,No,No,1,12,Yes
2737,46,Unemployed,Single,Graduate,553107,640,117566,No,No,Yes,2,52,No
2738,41,Unemployed,Married,Graduate,652593,803,152216,No,No,Yes,3,77,No
2739,40,Management,Married,Graduate,740439,742,38044,Yes,No,Yes,3,14,Yes
2740,44,Technician,Divorced,Graduate,404113,728,81204,Yes,Yes,No,1,54,No
2741,36,Student,Married,Graduate,544682,705,0,Yes,No,No,2,46,No
2742,28,Student,Single,Graduate,425159,726,0,Yes,No,No,4,146,Yes
2743,18,Self-Employed,Divorced,Graduate,1740492,630,0,No,Yes,No,7,117,No
2744,29,Entrepreneur,Married,Not Graduate,618415,678,38077,Yes,Yes,Yes,2,121,Yes
2745,45,Management,Married,Graduate,186363,534,28970,Yes,Yes,No,4,1,No
2746,60,Technician,Single,Graduate,264864,731,109784,No,No,No,4,138,No
2747,41,Unemployed,Married,Graduate,371852,747,214073,No,No,No,3,60,Yes
2748,18,Admin,Married,Not Graduate,553107,637,92749,No,No,Yes,2,63,No
2749,43,Retired,Married,Graduate,241326,673,0,Yes,No,Yes,4,77,No
2750,28,Unemployed,Single,Graduate,411629,686,264247,No,No,Yes,2,1,No
2751,28,Student,Single,Not Graduate,389219,653,0,No,No,Yes,4,1,No
2752,36,Unemployed,Single,Not Graduate,476707,522,156778,Yes,No,Yes,4,16,No
2753,47,Services,Single,Graduate,152510,677,134470,Yes,No,No,2,23,No
2754,26,Retired,Divorced,Graduate,1616946,600,138535,Yes,No,No,3,70,No
2755,49,Retired,Married,Not Graduate,609323,601,74673,Yes,Yes,No,3,77,No
2756,33,Technician,Married,Graduate,518186,709,0,No,No,No,3,161,Yes
2757,38,Self-Employed,Single,Graduate,459392,717,150038,No,No,No,4,27,Yes
2758,44,Self-Employed,Married,Graduate,167130,769,20798,Yes,No,No,4,75,Yes
2759,56,Student,Married,Graduate,149064,819,112490,Yes,No,No,1,67,Yes
2760,41,Admin,Married,Graduate,499508,822,194641,No,No,No,3,64,Yes
2761,48,Management,Single,Graduate,508998,734,140276,Yes,No,No,9,1,Yes
2762,60,Services,Single,Graduate,1348340,770,11308,Yes,No,No,2,88,Yes
2763,45,Unemployed,Single,Not Graduate,557469,683,115365,No,Yes,No,6,174,No
2764,25,Unemployed,Married,Graduate,622357,749,0,No,No,No,4,86,Yes
2765,40,Technician,Single,Graduate,918231,729,48697,No,No,No,3,91,Yes
2766,34,Retired,Married,Not Graduate,729043,689,74914,No,No,No,5,54,No
2768,52,Admin,Married,Not Graduate,292198,790,67361,Yes,No,No,6,115,Yes
2769,38,Student,Married,Graduate,585889,707,246298,No,No,No,6,79,Yes
2770,54,Unemployed,Married,Graduate,494088,668,206090,No,Yes,No,3,206,No
2771,46,Student,Married,Graduate,503487,653,86543,No,No,No,1,141,Yes
2772,38,Admin,Single,Graduate,1141506,666,45456,No,No,Yes,2,24,Yes
2773,42,Technician,Single,Graduate,414616,601,53508,Yes,No,No,2,51,No
2774,18,Services,Married,Graduate,764278,559,0,No,No,No,3,61,No
2775,26,Self-Employed,Married,Not Graduate,309538,659,88165,Yes,No,Yes,7,95,Yes
2776,36,Entrepreneur,Single,Graduate,552929,740,122247,Yes,No,No,2,61,Yes
2777,50,Unemployed,Divorced,Graduate,412362,772,174058,No,Yes,Yes,5,85,No
2778,38,Services,Married,Graduate,286245,689,199644,Yes,Yes,No,5,11,Yes
2779,38,Self-Employed,Married,Not Graduate,1323616,567,54929,No,Yes,Yes,3,96,No
2780,23,Student,Married,Graduate,781850,719,86233,Yes,Yes,No,2,1,No
2781,30,Student,Married,Not Graduate,694818,714,75753,Yes,No,No,2,3,No
2782,23,Technician,Single,Graduate,562765,694,182892,No,No,No,2,140,No
2783,35,Unemployed,Married,Graduate,380825,659,0,Yes,No,No,3,29,No
2784,43,Services,Married,Not Graduate,655252,775,95290,No,No,No,3,15,No
2785,46,Services,Single,Graduate,538849,646,52058,Yes,No,No,3,92,No
2786,52,Admin,Divorced,Graduate,1201296,736,0,Yes,No,No,1,35,Yes
2787,39,Retired,Single,Graduate,848465,814,0,Yes,No,No,6,99,Yes
2788,47,Self-Employed,Divorced,Graduate,454566,714,10536,Yes,Yes,No,5,90,No
2789,40,Entrepreneur,Married,Graduate,415369,607,286513,Yes,No,Yes,5,133,No
2790,39,Student,Married,Graduate,591090,689,14606,No,No,No,4,39,No
2791,47,Unemployed,Single,Graduate,508334,772,0,No,No,No,4,87,Yes
2792,38,Self-Employed,Divorced,Graduate,799115,682,12921,Yes,No,No,3,97,Yes
2793,37,Management,Married,Graduate,351294,679,0,No,No,Yes,2,23,No
2794,25,Entrepreneur,Married,Not Graduate,486148,770,95549,No,No,Yes,4,85,No
2795,30,Management,Married,Graduate,382532,673,230611,No,No,No,1,11,No
2796,61,Services,Single,Graduate,506895,607,0,No,No,No,3,111,No
2797,35,Retired,Married,Not Graduate,469735,648,193577,No,Yes,Yes,3,39,No
2798,52,Student,Married,Graduate,480369,770,188825,Yes,No,No,4,103,Yes
2799,42,Retired,Single,Graduate,300712,785,75554,No,No,No,3,157,No
2800,33,Technician,Single,Not Graduate,563347,769,124577,No,Yes,No,2,80,Yes
2801,47,Entrepreneur,Married,Graduate,607404,678,27269,No,No,No,4,35,No
2802,39,Unemployed,Married,Graduate,607474,756,128681,No,No,No,2,107,Yes
2803,41,Unemployed,Married,Graduate,278531,663,29378,No,No,No,4,1,No
2804,48,Retired,Single,Graduate,626631,725,31139,Yes,No,No,4,70,Yes
2805,39,Unemployed,Single,Not Graduate,320700,740,0,No,No,No,2,74,No
2806,19,Technician,Single,Graduate,512623,728,62430,Yes,No,No,4,84,No
2807,56,Self-Employed,Married,Graduate,418872,651,136462,Yes,No,Yes,4,55,No
2808,18,Admin,Married,Graduate,1075939,567,110036,Yes,No,No,3,47,No
2809,40,Self-Employed,Single,Graduate,787396,618,163171,No,No,No,6,47,Yes
2810,35,Retired,Single,Graduate,507860,633,113487,No,Yes,No,2,18,No
2811,34,Entrepreneur,Married,Graduate,528917,685,70618,No,No,No,4,22,Yes
2812,46,Retired,Single,Graduate,1014354,666,285909,No,No,No,4,85,Yes
2813,36,Admin,Married,Graduate,686478,656,49391,Yes,No,No,3,53,Yes
2814,32,Technician,Married,Graduate,541571,646,155533,No,No,No,3,54,No
2815,32,Retired,Single,Graduate,1171371,635,0,Yes,No,Yes,2,86,Yes
2816,54,Entrepreneur,Married,Graduate,388000,653,150934,No,No,No,1,112,Yes
2817,47,Retired,Married,Graduate,556078,651,102466,No,No,No,2,79,No
2818,45,Unemployed,Married,Graduate,886865,776,233417,No,No,Yes,2,14,Yes
2819,36,Entrepreneur,Married,Graduate,262970,686,1051,No,No,No,4,50,No
2820,56,Services,Married,Not Graduate,553107,782,68814,Yes,No,No,3,64,Yes
2821,28,Student,Married,Not Graduate,1272227,762,48739,Yes,No,No,2,1,Yes
2822,31,Retired,Single,Graduate,204884,810,128889,No,No,No,2,102,Yes
2823,53,Self-Employed,Married,Graduate,964650,757,200072,No,No,No,6,25,No
2824,47,Admin,Married,Graduate,458706,619,56338,No,No,Yes,2,67,No
2825,37,Self-Employed,Married,Graduate,402375,780,83471,No,No,No,3,25,No
2826,30,Unemployed,Married,Graduate,1460295,734,206215,No,No,Yes,3,41,No
2827,39,Technician,Married,Not Graduate,212985,648,0,Yes,No,No,2,32,Yes
2828,32,Student,Married,Graduate,199870,729,145733,No,Yes,Yes,7,109,No
2829,32,Admin,Single,Graduate,734598,709,49396,No,No,No,4,44,No
2830,62,Admin,Married,Graduate,826952,689,105561,No,No,Yes,4,63,No
2831,60,Entrepreneur,Single,Not Graduate,382682,700,0,No,No,No,3,161,No
2832,44,Self-Employed,Single,Not Graduate,558794,719,0,Yes,No,Yes,1,133,No
2833,29,Entrepreneur,Married,Graduate,220168,783,205273,Yes,No,No,1,98,Yes
2834,37,Admin,Single,Graduate,396417,788,18097,No,No,Yes,2,106,Yes
2835,54,Student,Divorced,Not Graduate,650756,733,103643,Yes,No,Yes,3,11,Yes
2836,50,Services,Married,Graduate,829160,795,99094,No,No,No,3,37,Yes
2837,45,Services,Married,Graduate,505284,654,101422,Yes,No,No,5,30,No
2838,32,Entrepreneur,Married,Not Graduate,829071,773,13924,No,No,No,4,78,No
2839,24,Self-Employed,Married,Graduate,363315,632,174149,No,No,No,2,101,No
2840,43,Self-Employed,Single,Not Graduate,405104,586,113389,Yes,No,No,4,168,No
2841,25,Self-Employed,Married,Graduate,384497,728,0,No,No,No,6,75,Yes
2842,58,Management,Married,Not Graduate,396321,734,0,No,No,Yes,2,37,No
2843,27,Student,Married,Graduate,351368,626,2278,Yes,No,No,3,73,No
2844,23,Unemployed,Married,Graduate,750401,745,109106,Yes,No,Yes,6,57,Yes
2845,34,Self-Employed,Married,Graduate,919639,701,0,Yes,No,No,5,66,No
2846,53,Admin,Married,Not Graduate,346221,772,145963,No,Yes,No,1,47,Yes
2847,21,Retired,Married,Graduate,553107,711,0,Yes,No,No,4,164,No
2848,18,Services,Married,Not Graduate,641820,796,120675,Yes,No,No,6,1,No
2849,25,Unemployed,Divorced,Graduate,273111,679,293751,No,No,Yes,2,134,No
2850,59,Technician,Married,Graduate,338842,578,18354,No,Yes,No,6,46,No
2851,39,Management,Divorced,Graduate,636607,584,0,No,No,Yes,4,28,No
2852,66,Management,Married,Graduate,1568417,696,131895,Yes,No,No,7,112,No
2853,61,Entrepreneur,Married,Graduate,330398,683,133130,Yes,No,No,3,160,No
2854,42,Entrepreneur,Married,Not Graduate,484400,673,269780,Yes,No,No,3,37,No
2855,34,Entrepreneur,Married,Graduate,327844,722,149777,No,No,Yes,5,1,No
2856,36,Entrepreneur,Divorced,Graduate,713587,698,76628,Yes,No,No,7,50,Yes
2857,30,Retired,Single,Not Graduate,325431,594,364577,No,Yes,No,3,47,Yes
2858,39,Self-Employed,Married,Not Graduate,378546,785,92228,No,No,No,2,89,Yes
2859,21,Services,Married,Graduate,565309,593,56741,Yes,No,Yes,2,32,Yes
2860,28,Management,Married,Not Graduate,726205,648,46456,Yes,Yes,Yes,2,20,No
2861,29,Management,Married,Graduate,313525,643,283000,Yes,No,No,1,1,No
2862,38,Self-Employed,Married,Graduate,717904,786,130644,Yes,Yes,No,2,79,Yes
2863,32,Unemployed,Married,Graduate,777209,628,35757,Yes,No,Yes,2,148,No
2864,35,Unemployed,Single,Graduate,827027,607,9357,Yes,No,Yes,3,24,Yes
2865,51,Services,Divorced,Not Graduate,403141,727,75658,No,No,Yes,2,100,No
2866,54,Services,Married,Graduate,383860,507,0,Yes,No,No,2,1,No
2867,41,Unemployed,Single,Graduate,548352,515,217593,No,Yes,No,2,10,No
2868,55,Unemployed,Single,Graduate,553107,716,71072,Yes,No,No,6,65,Yes
2869,49,Entrepreneur,Married,Not Graduate,694741,661,70361,No,No,No,3,1,No
2870,48,Self-Employed,Single,Graduate,662749,689,54103,No,Yes,No,3,113,Yes
2871,45,Entrepreneur,Single,Graduate,320951,732,73221,Yes,No,Yes,5,111,No
2872,40,Admin,Single,Graduate,1128724,734,66054,Yes,No,No,2,142,Yes
2873,52,Technician,Married,Not Graduate,624699,704,124836,Yes,Yes,Yes,6,1,Yes
2874,34,Admin,Married,Not Graduate,553107,652,0,No,No,No,5,76,No
2875,61,Retired,Married,Not Graduate,546611,671,85055,Yes,Yes,No,2,1,No
2876,38,Entrepreneur,Married,Graduate,635172,804,71614,No,No,Yes,2,37,No
2877,28,Management,Married,Graduate,1092857,652,83471,No,No,Yes,4,47,No
2878,44,Retired,Single,Not Graduate,995055,666,249570,No,Yes,No,8,107,No
2879,34,Management,Married,Not Graduate,418609,717,193221,Yes,No,Yes,4,95,No
2880,18,Technician,Married,Graduate,746176,791,16455,No,No,No,3,3,Yes
2881,53,Student,Divorced,Graduate,339139,669,52162,No,No,No,2,1,No
2882,29,Technician,Married,Graduate,547839,794,0,Yes,Yes,No,6,103,No
2883,36,Unemployed,Single,Graduate,498744,727,59334,Yes,No,No,3,73,No
2884,43,Entrepreneur,Single,Graduate,270354,710,82119,No,No,No,4,32,No
2885,44,Services,Single,Graduate,670179,705,146569,No,No,Yes,2,79,No
